Gene;Signature;Label;Class;Reference;DOI;Geneset_size;Description;Remark;use_ssgsea
PPFIA4;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"PTPRF interacting protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:9248]";;TRUE
PPP1R15A;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]";;TRUE
PPP1R3C;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]";;TRUE
PRDX5;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]";;TRUE
PRKCA;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]";;TRUE
PYGM;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]";;TRUE
RBPJ;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724]";;TRUE
RORA;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]";;TRUE
RRAGD;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]";;TRUE
S100A4;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]";;TRUE
SAP30;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]";;TRUE
SCARB1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]";;TRUE
SDC2;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]";;TRUE
SDC3;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]";;TRUE
SDC4;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]";;TRUE
SELENBP1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]";;TRUE
SERPINE1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]";;TRUE
SIAH2;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:10858]";;TRUE
SLC25A1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979]";;TRUE
SLC2A1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]";;TRUE
SLC2A3;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]";;TRUE
SLC2A5;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]";;TRUE
SLC37A4;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]";;TRUE
SLC6A6;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]";;TRUE
SRPX;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]";;TRUE
STBD1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"starch binding domain 1 [Source:HGNC Symbol;Acc:HGNC:24854]";;TRUE
STC1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]";;TRUE
STC2;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]";;TRUE
SULT2B1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"sulfotransferase family 2B member 1 [Source:HGNC Symbol;Acc:HGNC:11459]";;TRUE
TES;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"testin LIM domain protein [Source:HGNC Symbol;Acc:HGNC:14620]";;TRUE
TGFB3;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]";;TRUE
TGFBI;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]";;TRUE
TGM2;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]";;TRUE
TIPARP;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]";;TRUE
TKTL1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]";;TRUE
TMEM45A;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"transmembrane protein 45A [Source:HGNC Symbol;Acc:HGNC:25480]";;TRUE
TNFAIP3;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]";;TRUE
TPBG;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]";;TRUE
TPD52;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]";;TRUE
TPI1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]";;TRUE
TPST2;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]";;TRUE
UGP2;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]";;TRUE
VEGFA;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]";;TRUE
VHL;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687]";;TRUE
VLDLR;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]";;TRUE
WSB1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221]";;TRUE
XPNPEP1;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"X-prolyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:12822]";;TRUE
ZFP36;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]";;TRUE
ZNF292;H_Hypoxia;Hypoxia(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]";;TRUE
ACVR1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]";;TRUE
APC;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"APC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:583]";;TRUE
ARID4B;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]";;TRUE
BCAR3;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]";;TRUE
BMP2;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]";;TRUE
BMPR1A;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]";;TRUE
BMPR2;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]";;TRUE
CDH1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]";;TRUE
CDK9;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"cyclin dependent kinase 9 [Source:HGNC Symbol;Acc:HGNC:1780]";;TRUE
CDKN1C;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]";;TRUE
CTNNB1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]";;TRUE
ENG;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"endoglin [Source:HGNC Symbol;Acc:HGNC:3349]";;TRUE
FKBP1A;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"FKBP prolyl isomerase 1A [Source:HGNC Symbol;Acc:HGNC:3711]";;TRUE
FNTA;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:HGNC:3782]";;TRUE
FURIN;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]";;TRUE
HDAC1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]";;TRUE
HIPK2;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]";;TRUE
ID1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]";;TRUE
ID2;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]";;TRUE
ID3;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]";;TRUE
IFNGR2;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]";;TRUE
JUNB;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]";;TRUE
KLF10;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"Kruppel like factor 10 [Source:HGNC Symbol;Acc:HGNC:11810]";;TRUE
LEFTY2;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"left-right determination factor 2 [Source:HGNC Symbol;Acc:HGNC:3122]";;TRUE
LTBP2;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]";;TRUE
MAP3K7;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]";;TRUE
NCOR2;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]";;TRUE
NOG;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"noggin [Source:HGNC Symbol;Acc:HGNC:7866]";;TRUE
PMEPA1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]";;TRUE
PPM1A;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]";;TRUE
PPP1CA;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281]";;TRUE
PPP1R15A;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]";;TRUE
RAB31;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]";;TRUE
RHOA;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]";;TRUE
SERPINE1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]";;TRUE
SKI;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]";;TRUE
SKIL;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897]";;TRUE
SLC20A1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946]";;TRUE
SMAD1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]";;TRUE
SMAD3;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]";;TRUE
SMAD6;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]";;TRUE
SMAD7;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]";;TRUE
SMURF1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807]";;TRUE
SMURF2;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809]";;TRUE
SPTBN1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]";;TRUE
TGFB1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]";;TRUE
TGFBR1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]";;TRUE
TGIF1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]";;TRUE
THBS1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]";;TRUE
TJP1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"tight junction protein 1 [Source:HGNC Symbol;Acc:HGNC:11827]";;TRUE
TRIM33;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290]";;TRUE
UBE2D3;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476]";;TRUE
WWTR1;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]";;TRUE
XIAP;H_TGF_B_Signaling;TGF-? sig(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;54;"X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]";;TRUE
ADAM17;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]";;TRUE
AXIN1;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"axin 1 [Source:HGNC Symbol;Acc:HGNC:903]";;TRUE
AXIN2;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"axin 2 [Source:HGNC Symbol;Acc:HGNC:904]";;TRUE
CCND2;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]";;TRUE
CSNK1E;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]";;TRUE
CTNNB1;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]";;TRUE
CUL1;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]";;TRUE
DKK1;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]";;TRUE
DKK4;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894]";;TRUE
DLL1;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]";;TRUE
DVL2;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]";;TRUE
FRAT1;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"FRAT regulator of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:3944]";;TRUE
FZD1;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]";;TRUE
FZD8;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]";;TRUE
GNAI1;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]";;TRUE
HDAC11;H_Wnt_B_Catenin_Signaling;Wnt/?-catenin(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;42;"histone deacetylase 11 [Source:HGNC Symbol;Acc:HGNC:19086]";;TRUE
